"BAN_1","BAN","CAPITAL","city","agree","attendevent","EX14","IM14","EX15","IM15","設立日期","行業代號","名稱","行業代號_1","名稱_1","行業代號_2","名稱_2","行業代號_3","名稱_3"
89560693,"BAFD3948BF",1e+07,2,FALSE,2,5,0,7,0,840711,291900,"其他金屬加工用機械設備製造",NA,NA,NA,NA,NA,NA
89561460,"AF45F13803",6e+07,2,FALSE,12,41,0,54,0,840627,241212,"鑄鐵件鑄造",301099,"其他汽車製造",464320,"金屬加工用機械批發","465311","汽車零件、汽車百貨批發"
89561975,"B591DD9C92",1.22e+08,2,FALSE,1,48,7,75,4,840920,464211,"電子器材、電子設備批發",263000,"印刷電路板製造",NA,NA,NA,NA
89567324,"DB04A194B0",1e+08,1,FALSE,20,1,6,1,10,840630,456112,"家庭照明器材批發",284299,"其他照明器具製造",NA,NA,NA,NA
89568127,"8F33B3FDD3",5e+06,2,FALSE,3,0,0,0,0,840809,456918,"小件家用器皿批發",455211,"服裝批發",NA,NA,NA,NA
89568180,"7C84C6CBE8",5e+06,2,FALSE,7,16,0,13,0,840831,452000,"綜合商品批發",NA,NA,NA,NA,NA,NA
89582325,"AECE9FF834",276583250,2,FALSE,17,168,28,174,26,840830,281011,"電力變壓器製造",281099,"其他發電、輸電、配電機械製造",464999,"未分類其他機械器具批發","464211","電子器材、電子設備批發"
89586639,"D36604968F",1.01e+08,1,FALSE,3,155,5,173,6,841017,464211,"電子器材、電子設備批發",464111,"電腦及電腦週邊設備批發",521000,"報關服務","273014","音響設備製造"
89587362,"70402C3E9E",238106000,1,FALSE,5,85,281,74,259,840721,184200,"合成橡膠製造",184199,"其他合成樹脂及塑膠製造",NA,NA,NA,NA
89587594,"9A2C03C744",1.5e+08,2,FALSE,3,70,3,92,4,840911,332900,"其他醫療器材及用品製造",457199,"其他藥品及醫療用品批發",465314,"機車零件、機車百貨批發","312100","機車製造"
89592267,"27492377D6",5e+06,3,FALSE,12,7,2,7,2,840816,465311,"汽車零件、汽車百貨批發",464920,"電力設備器材批發",NA,NA,NA,NA
89593343,"FC9F777382",0,2,FALSE,10,1305,345,1572,418,860523,271100,"電腦製造",269999,"其他未分類電子零組件製造",272999,"未分類其他通訊傳播設備製造",NA,NA
89594201,"23EE0967B0",7.8e+07,3,FALSE,1,0,0,0,0,840817,663199,"其他投資顧問",760999,"其他未分類專業、科學及技術服務",NA,NA,NA,NA
89597468,"BAD0C2FCE8",5e+06,2,FALSE,2,7,3,7,3,840817,464915,"醫療機械設備批發",281099,"其他發電、輸電、配電機械製造",NA,NA,NA,NA
89600528,"B3B87DE222",5e+06,3,FALSE,8,24,0,20,0,841012,461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA,NA,NA,NA,NA
89601060,"DFE41D1D66",2e+07,3,FALSE,6,11,10,10,11,841101,484311,"汽車零件、汽車百貨零售",474114,"通用電池零售",465311,"汽車零件、汽車百貨批發",NA,NA
89602217,"61A3F41AEE",629961430,3,FALSE,3,1,0,1,0,850123,277911,"光學元件製造",464917,"商業用光學儀器批發",620213,"電腦設備管理及資訊技術顧問","631200","資料處理、網站代管及相關服務"
89608134,"0F322ACCDB",50870000,2,FALSE,6,11,3,4,1,841013,277999,"未分類其他光學儀器及設備製造",451099,"其他商品經紀",NA,NA,NA,NA
89608394,"FE38D8743F",29400000,2,FALSE,8,17,29,18,37,841117,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
89609149,"5FEB21A311",979372100,3,FALSE,4,758,321,730,205,841123,181099,"其他基本化學材料製造",182000,"石油化工原料製造",184199,"其他合成樹脂及塑膠製造","199099","未分類其他化學製品製造"
89616090,"0B13549F30",1.56e+09,2,TRUE,1,50,17,118,9,861024,332100,"眼鏡製造",456512,"眼鏡及眼鏡零件批發",NA,NA,NA,NA
89616970,"06C29A0A4C",5.5e+07,1,FALSE,9,144,4,127,4,841226,469999,"其他未分類專賣批發",456512,"眼鏡及眼鏡零件批發",455999,"未分類其他服飾品批發","456211","國產家具（辦公室家具除外）批發"
89617611,"353C480D3C",5e+06,2,FALSE,9,2,0,0,0,841108,452000,"綜合商品批發",464211,"電子器材、電子設備批發",464499,"其他辦公用機械器具批發",NA,NA
89624465,"57D970FFCC",100802500,3,FALSE,4,225,19,246,20,841228,471999,"未分類其他綜合商品零售",NA,NA,NA,NA,NA,NA
89627505,"030F79546E",250910140,2,FALSE,13,24,2,31,1,880914,464211,"電子器材、電子設備批發",464111,"電腦及電腦週邊設備批發",269911,"電子連接器（線）製造","620199","其他電腦軟體設計"
89639615,"5C22B9E36C",1155078470,2,FALSE,19,322,23,215,26,840914,269999,"其他未分類電子零組件製造",273099,"其他視聽電子產品製造",451099,"其他商品經紀","464211","電子器材、電子設備批發"
89641387,"EA6A30AFA2",4200000,2,FALSE,0,0,0,0,0,840719,461511,"金屬門窗批發",NA,NA,NA,NA,NA,NA
89643483,"CC7E0744A4",2500000,1,FALSE,2,0,0,0,0,850312,161100,"印刷",457113,"醫療耗材批發",475113,"醫療耗材零售",NA,NA
89644504,"85B1EDE7F9",1e+07,2,FALSE,5,1,0,1,0,841125,464999,"未分類其他機械器具批發",NA,NA,NA,NA,NA,NA
89646361,"9E2E248FB5",5e+06,1,FALSE,7,40,0,19,0,840803,303099,"其他汽車零件製造",464211,"電子器材、電子設備批發",465311,"汽車零件、汽車百貨批發","451099","其他商品經紀"
89647050,"1B05E847C0",796053920,2,FALSE,10,528,263,486,211,851014,464111,"電腦及電腦週邊設備批發",464211,"電子器材、電子設備批發",292800,"電子及半導體生產用機械設備製造","464999","未分類其他機械器具批發"
89648353,"881F2513E8",2.7e+07,2,FALSE,9,7,0,9,0,840811,312200,"機車零件製造",319011,"電動代步車製造",313200,"自行車零件製造",NA,NA
89649873,"55236DE83E",441093000,2,FALSE,8,54,6,98,10,840727,464211,"電子器材、電子設備批發",464111,"電腦及電腦週邊設備批發",269911,"電子連接器（線）製造","456199","其他家庭電器批發"
89651429,"7B78445A88",3e+07,1,FALSE,18,2,3,4,2,840815,461915,"塑膠、橡膠建材製品批發",NA,NA,NA,NA,NA,NA
89654919,"9A9ED83B1E",5e+06,1,FALSE,14,0,0,0,0,840818,472915,"茶葉零售",474926,"玻璃器皿、餐具零售",474199,"其他家庭電器零售","465311","汽車零件、汽車百貨批發"
89661947,"620A878832",5e+06,1,FALSE,11,0,0,0,0,840918,283211,"電線開關、電插座製造",NA,NA,NA,NA,NA,NA
89669976,"68CE6F30DD",9e+07,1,FALSE,6,249,38,159,19,850430,464999,"未分類其他機械器具批發",NA,NA,NA,NA,NA,NA
89676147,"D429306CA1",5e+06,2,FALSE,7,5,4,0,2,840929,465311,"汽車零件、汽車百貨批發",303099,"其他汽車零件製造",452000,"綜合商品批發","487112","電視購物、網路購物"
89677510,"F1DFE5FAA7",1.2e+07,1,FALSE,2,0,0,0,1,840918,291212,"金屬切削成型工具機械製造",469999,"其他未分類專賣批發",434013,"房屋設備安裝工程","433211","冷凍、通風、空調系統裝修工程"
89682823,"C77C6D219D",5e+06,2,FALSE,9,12,0,11,0,840825,465311,"汽車零件、汽車百貨批發",465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA
89686953,"5A69BD8865",429510000,2,FALSE,0,64,14,55,11,840920,220300,"工業用塑膠製品製造",NA,NA,NA,NA,NA,NA
89687947,"4D4068025A",2.5e+07,2,FALSE,14,3,8,6,6,841204,464918,"實驗設備批發",464914,"量測設備批發",NA,NA,NA,NA
89690393,"23D71B8CC2",5e+06,2,FALSE,5,0,1,0,1,840901,464211,"電子器材、電子設備批發",464499,"其他辦公用機械器具批發",NA,NA,NA,NA
89694671,"4B16E1073C",2.5e+07,2,TRUE,0,0,0,0,0,840930,456114,"空調器及其零件批發",456199,"其他家庭電器批發",293600,"事務機械設備製造","251199","其他金屬手工具製造"
89706487,"1EDA974DC5",1.5e+08,2,FALSE,2,0,2,5,1,841021,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
89707845,"94619E40F5",5e+06,2,FALSE,14,1,0,1,0,841006,465311,"汽車零件、汽車百貨批發",303011,"汽車電力系統製造",312200,"機車零件製造",NA,NA
89709843,"B52E51A34C",2e+07,1,FALSE,0,0,0,0,0,841111,461599,"其他金屬建材批發",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",252100,"金屬結構製造","252211","金屬門窗（框）製造"
89711382,"49956CDC11",5e+06,3,FALSE,0,0,0,0,0,860731,469912,"宗教、喪葬用品批發",NA,NA,NA,NA,NA,NA
89712278,"6655CE1373",4.5e+07,1,FALSE,19,0,0,0,0,850223,483111,"電腦及電腦週邊設備零售",483112,"電腦套裝軟體零售",487911,"以自動販賣機零售商品","702099","其他管理顧問服務"
89712734,"A31F6B101A",2.45e+08,2,FALSE,20,181,47,204,38,850511,465311,"汽車零件、汽車百貨批發",465314,"機車零件、機車百貨批發",NA,NA,NA,NA
89716605,"8E11140B57",226669080,2,FALSE,0,101,15,41,22,841003,220300,"工業用塑膠製品製造",464299,"其他電子設備及其零組件批發",NA,NA,NA,NA
89725317,"1EB1145B6F",1e+07,3,TRUE,1,0,2,0,4,900817,469999,"其他未分類專賣批發",456999,"未分類其他家庭器具及用品批發",464211,"電子器材、電子設備批發",NA,NA
89731438,"3C81127BD7",4.3e+07,2,FALSE,6,4,1,132,10,841106,281099,"其他發電、輸電、配電機械製造",469999,"其他未分類專賣批發",469199,"其他回收物料批發",NA,NA
89736665,"2FCFD43EE2",3e+06,2,FALSE,5,0,0,0,0,841219,303099,"其他汽車零件製造",293999,"未分類其他通用機械設備製造",NA,NA,NA,NA
89737974,"C9BE47F718",5e+06,1,FALSE,9,0,0,0,0,850125,465311,"汽車零件、汽車百貨批發",451099,"其他商品經紀",465314,"機車零件、機車百貨批發",NA,NA
89742673,"950632306",67280000,2,FALSE,5,0,0,0,0,841213,484111,"全新汽車零售",484311,"汽車零件、汽車百貨零售",NA,NA,NA,NA
89743286,"A57DA9B073",2e+07,2,FALSE,4,0,0,0,0,850123,464914,"量測設備批發",NA,NA,NA,NA,NA,NA
89768722,"0740F473D7",5e+06,3,FALSE,2,0,0,0,0,850613,462199,"其他化學原料批發",740999,"未分類其他專門設計服務",140999,"未分類其他木竹製品製造","140915","藤製品製造"
89768878,"1AA31C5CEC",1.5e+07,2,FALSE,5,0,0,0,0,841028,303011,"汽車電力系統製造",312200,"機車零件製造",NA,NA,NA,NA
89771228,"CFB25907D3",121500000,2,FALSE,10,55,0,50,0,850412,461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",303099,"其他汽車零件製造",465311,"汽車零件、汽車百貨批發",NA,NA
89783272,"8DC45FAD31",6e+07,2,FALSE,58,0,34,0,27,920115,458399,"其他玩具、娛樂用品批發",464215,"空白錄影帶、空白錄音帶、空白光碟片批發",464211,"電子器材、電子設備批發","471999","未分類其他綜合商品零售"
89795002,"D310948A27",2.5e+07,1,FALSE,16,35,0,27,0,841130,259999,"其他未分類金屬製品製造",292999,"其他未分類專用機械設備製造",251199,"其他金屬手工具製造",NA,NA
89798198,"CD20BC868B",320578450,2,FALSE,2,0,1,0,3,841204,464111,"電腦及電腦週邊設備批發",471999,"未分類其他綜合商品零售",631200,"資料處理、網站代管及相關服務","474924","家用光學產品零售"
89810714,"CD103BACF2",1e+07,2,TRUE,0,0,27,0,17,850111,476299,"其他運動用品、器材零售",474199,"其他家庭電器零售",487112,"電視購物、網路購物","487113","網際網路拍賣"
89814774,"F52DEB1AB4",6e+07,2,FALSE,3,47,3,37,4,851101,331299,"其他玩具製造",210200,"工業用橡膠製品製造",210900,"其他橡膠製品製造",NA,NA
89819026,"05A51EF799",1e+07,3,FALSE,12,7,3,10,3,871101,161100,"印刷",NA,NA,NA,NA,NA,NA
89826011,"32E7F91CE9",1.3e+08,2,TRUE,2,16,0,15,5,850216,455999,"未分類其他服飾品批發",457299,"其他化粧品批發",962299,"其他美容美體服務","702099","其他管理顧問服務"
89827686,"8C41D0EC44",683891000,2,FALSE,5,38,0,5,0,850209,269911,"電子連接器（線）製造",271100,"電腦製造",263000,"印刷電路板製造",NA,NA
89834390,"85D2E39947",1e+06,1,FALSE,4,3,0,1,0,831230,242312,"鋁或鋁合金粗製品製造",NA,NA,NA,NA,NA,NA
89834461,"EB56571A24",6.6e+07,2,FALSE,2,67,2,30,0,830915,292800,"電子及半導體生產用機械設備製造",NA,NA,NA,NA,NA,NA
89836340,"1105E77173",912267130,2,FALSE,20,0,0,0,0,830901,731011,"廣告代理",483111,"電腦及電腦週邊設備零售",631100,"入口網站經營",NA,NA
89841343,"71E18A35B6",25350000,1,FALSE,7,11,0,24,0,831201,458211,"自行車及自行車零件批發",464999,"未分類其他機械器具批發",NA,NA,NA,NA
89842808,"4825F8833E",5e+06,2,FALSE,7,0,0,0,0,850311,313200,"自行車零件製造",NA,NA,NA,NA,NA,NA
89845559,"F6F24DD5E0",1555003250,1,FALSE,4,1041,124,1288,161,831007,220112,"塑膠板、管材等製造",252299,"其他金屬建築組件製造",269913,"電子管製造","681112","不動產租賃"
89846121,"8BE3005E1C",1e+07,3,FALSE,1,0,6,0,4,831123,269911,"電子連接器（線）製造",NA,NA,NA,NA,NA,NA
89854613,"F29C62C8CE",1e+06,1,FALSE,4,4,0,1,0,831005,465311,"汽車零件、汽車百貨批發",465314,"機車零件、機車百貨批發",NA,NA,NA,NA
89855649,"C5CDB8BDF9",293480000,2,FALSE,11,130,15,141,14,860618,291212,"金屬切削成型工具機械製造",464999,"未分類其他機械器具批發",259100,"螺絲、螺帽及鉚釘製造","461515","建材五金（螺絲、螺帽、鉚釘等金屬製品）批發"
89856507,"D58152A570",6.5e+08,2,FALSE,1,8,51,8,39,840401,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
89858152,"8F61484026",493735000,3,FALSE,1,1,0,1,1,830923,283100,"電線及電纜製造",NA,NA,NA,NA,NA,NA
89867096,"DC305D7960",24380000,2,FALSE,11,1,6,0,9,831003,220211,"塑膠保鮮膜製造",NA,NA,NA,NA,NA,NA
89868150,"3FFCCE9A4B",1.6e+07,3,FALSE,10,5,0,1,0,870327,451099,"其他商品經紀",631100,"入口網站經營",NA,NA,NA,NA
89868861,"E306622F8E",9e+07,2,FALSE,6,6,1,4,1,831019,332900,"其他醫療器材及用品製造",NA,NA,NA,NA,NA,NA
89869192,"77EC17AAFA",1e+07,2,FALSE,2,0,0,0,0,831014,481013,"金屬手工具零售",434011,"室內裝潢工程",481014,"居家修繕用品零售","434013","房屋設備安裝工程"
89875618,"D5F4476858",1500000,1,FALSE,3,0,0,0,0,831028,464111,"電腦及電腦週邊設備批發",469999,"其他未分類專賣批發",NA,NA,NA,NA
89875862,"8CE9FFA405",354587040,2,TRUE,21,128,43,126,47,910204,464111,"電腦及電腦週邊設備批發",620212,"系統規劃、分析及設計",332900,"其他醫療器材及用品製造",NA,NA
89883912,"683B8E36AD",6e+06,2,FALSE,1,0,0,0,0,841121,291900,"其他金屬加工用機械設備製造",NA,NA,NA,NA,NA,NA
89888281,"B314C21B20",2e+08,2,FALSE,3,55,9,43,12,831107,273099,"其他視聽電子產品製造",269999,"其他未分類電子零組件製造",NA,NA,NA,NA
89894642,"A5AEC768F6",1.5e+07,2,FALSE,0,0,0,0,0,831121,293999,"未分類其他通用機械設備製造",457111,"中藥批發",457299,"其他化粧品批發",NA,NA
89899750,"6C57035937",2.8e+07,1,FALSE,8,32,0,28,0,831116,251199,"其他金屬手工具製造",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA,NA,NA
89905351,"A178049835",4.5e+07,1,FALSE,22,75,0,60,0,831111,220911,"塑膠日用品製造",331299,"其他玩具製造",NA,NA,NA,NA
89915652,"D45DA8CAB2",5e+06,3,FALSE,4,1,0,0,0,831212,465311,"汽車零件、汽車百貨批發",259999,"其他未分類金屬製品製造",NA,NA,NA,NA
89927496,"C564DE7B53",2.5e+07,2,FALSE,7,1,0,1,0,831216,484311,"汽車零件、汽車百貨零售",465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA
89931034,"930B4D9C6A",44160000,2,FALSE,0,112,0,90,0,831020,112111,"棉梭織布製造",122199,"其他針織外衣製造",NA,NA,NA,NA
89948838,"641542E7B4",6e+06,3,FALSE,5,0,2,0,3,840215,469999,"其他未分類專賣批發",464999,"未分類其他機械器具批發",NA,NA,NA,NA
89950670,"67FC9C6A8F",5.5e+07,3,FALSE,2,0,47,0,50,840215,483299,"其他通訊設備零售",464915,"醫療機械設備批發",475113,"醫療耗材零售","422014","長程、市區電力及電信線路工程"
89952038,"B389D89DF3",164184000,2,FALSE,3,21,1,25,2,831219,269999,"其他未分類電子零組件製造",272999,"未分類其他通訊傳播設備製造",NA,NA,NA,NA
89955491,"DB8E03F5E1",40980100,2,FALSE,32,17,11,20,11,840301,451099,"其他商品經紀",NA,NA,NA,NA,NA,NA
89961466,"860A8FE7CD",0,2,TRUE,6,735,39,676,36,840117,271100,"電腦製造",293600,"事務機械設備製造",NA,NA,NA,NA
89964560,"F0722229DC",1e+07,2,FALSE,12,0,1,0,3,840125,455111,"絲織、麻織、棉織、毛織品批發",456999,"未分類其他家庭器具及用品批發",220911,"塑膠日用品製造","456799","其他清潔用品批發"
89970578,"F587F8A252",282677000,3,FALSE,0,0,40,0,29,861029,232999,"未分類其他陶瓷製品製造",461999,"未分類其他建材批發",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA
89976263,"8693E759C7",5e+06,3,FALSE,66,0,0,0,0,840807,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
89979661,"6909807BC9",261185820,2,FALSE,1,25,18,26,14,840410,340099,"其他產業用機械設備維修及安裝",464918,"實驗設備批發",456111,"家電材料批發","464211","電子器材、電子設備批發"
89983118,"51513E9F11",6e+06,2,FALSE,10,7,0,6,0,831220,465311,"汽車零件、汽車百貨批發",452000,"綜合商品批發",NA,NA,NA,NA
89984833,"CA7FD3F81B",5e+06,1,TRUE,0,5,3,4,3,840222,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
89987590,"39C35A2433",6e+07,2,TRUE,3,0,0,1,0,840101,461516,"建材五金（基本金屬）批發",291211,"金屬用車床、銑床、鑽床製造",NA,NA,NA,NA
90724033,"D6B5EFBE55",1460678760,2,FALSE,7,35,14,14,12,670914,281011,"電力變壓器製造",283211,"電線開關、電插座製造",273013,"收錄放音機製造","312100","機車製造"
90765619,"22D8489929",5e+06,1,FALSE,9,6,0,6,0,701201,292111,"整地、播種及收穫機械設備製造",NA,NA,NA,NA,NA,NA
91720149,"DB1A6791F4",1e+08,1,FALSE,1,1,104,2,85,620101,242312,"鋁或鋁合金粗製品製造",242211,"鋁合金鑄造",NA,NA,NA,NA
91730879,"DAE28D6185",1e+08,1,FALSE,1,67,17,64,14,630119,321100,"木製家具製造",NA,NA,NA,NA,NA,NA
91746176,"6C4377E05A",230336000,1,FALSE,4,73,51,72,41,620301,312200,"機車零件製造",313200,"自行車零件製造",NA,NA,NA,NA
91769894,"0D4290E513",6e+07,1,FALSE,1,73,63,91,60,630315,455311,"真皮鞋類及其配件批發",NA,NA,NA,NA,NA,NA
91818564,"832B2E00DE",6.3e+07,1,FALSE,8,19,0,34,0,670801,220111,"塑膠皮、塑膠布製造",181099,"其他基本化學材料製造",NA,NA,NA,NA
91871595,"D61E9892B8",823347640,2,FALSE,7,315,50,256,31,671211,115212,"製網",115211,"繩纜製造",292999,"其他未分類專用機械設備製造","454311","魚類批發"
91915524,"B00B1C923F",7.8e+07,2,FALSE,4,48,3,29,3,740601,461915,"塑膠、橡膠建材製品批發",220911,"塑膠日用品製造",220999,"未分類其他塑膠製品製造",NA,NA
9201859,"918E7F242B",3e+05,2,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
94025264,"2ED2CA3A12",0,1,FALSE,7,2423,1649,2205,1715,590201,151100,"紙漿製造",21000,"造林",353011,"熱能供應","670012","不動產投資開發、興建及租售"
9404756,"69829CF2E8",1e+07,3,FALSE,25,33,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9410027,"2B0B9B31B8",3.18e+08,2,FALSE,8,110,5,95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
9410531,"6B49ED9C55",5e+07,2,FALSE,1,7,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9415542,"E6BB640086",1e+07,3,TRUE,1,9,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9416747,"39386A31D3",1.6e+07,3,TRUE,24,41,7,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
9421093,"A534C69F29",1.44e+08,3,FALSE,3,402,0,422,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
9424319,"19248F2E06",0,2,FALSE,15,37,25,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
9430987,"1B60D74C13",674591380,2,FALSE,5,223,7,182,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
9441366,"CD48DBD948",1.05e+08,2,TRUE,2,22,6,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
9444482,"A73017575D",1e+06,3,FALSE,4,89,178,82,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
9444878,"771EDA7A92",1e+08,3,FALSE,3,219,61,194,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
9458767,"04746C9566",445835930,3,FALSE,0,83,108,46,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
9461025,"8A080562F2",0,2,FALSE,22,1244,67,1078,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
9468343,"1BB1C76CEB",0,1,FALSE,14,505,134,584,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
9469645,"CE2D627D7E",5e+06,3,FALSE,10,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9473710,"D810257082",79200000,3,FALSE,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
9473845,"ABE2D5162C",754560540,3,FALSE,12,692,68,396,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
9486813,"29947954D3",2.5e+07,3,FALSE,1,9,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9497109,"8A193528AA",9e+08,2,TRUE,18,777,334,508,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
9540871,"0A96B5700D",10000,2,FALSE,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
96852288,"CC6C83DC12",315232000,2,FALSE,1,131,16,109,7,880428,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
96853287,"6B332402DD",2e+07,1,FALSE,8,7,1,4,1,850308,293914,"包裝機及打包機製造",464311,"食品飲料機械批發",220212,"塑膠袋製品製造",NA,NA
96856329,"08856B6CB6",8.3e+07,1,FALSE,7,0,1,0,1,850126,464211,"電子器材、電子設備批發",271999,"未分類其他電腦週邊設備製造",NA,NA,NA,NA
96856411,"227020CCB7",2.05e+08,2,FALSE,2,180,1,125,2,850605,261199,"其他積體電路製造",NA,NA,NA,NA,NA,NA
96862363,"F701B69FB2",902202000,2,FALSE,4,133,378,124,66,850426,461516,"建材五金（基本金屬）批發",254311,"鋼鐵熱處理",NA,NA,NA,NA
96865657,"FEBE0B987C",750455170,1,FALSE,9,173,62,178,67,850207,464211,"電子器材、電子設備批發",184199,"其他合成樹脂及塑膠製造",269999,"其他未分類電子零組件製造","220999","未分類其他塑膠製品製造"
96866065,"E0785923D2",380758000,2,FALSE,1,3,18,4,17,850320,464111,"電腦及電腦週邊設備批發",NA,NA,NA,NA,NA,NA
968698,"4994B5C013",2e+05,2,FALSE,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
96872720,"AE000C2715",5e+06,2,FALSE,6,4,0,3,0,850227,452000,"綜合商品批發",NA,NA,NA,NA,NA,NA
96873468,"99A65FE36E",12500000,2,FALSE,20,3,0,0,0,860303,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
96883445,"D9118D1C79",7.6e+07,2,FALSE,5,15,2,12,1,850302,293999,"未分類其他通用機械設備製造",292999,"其他未分類專用機械設備製造",NA,NA,NA,NA
96890213,"432EE30055",5e+06,1,FALSE,9,0,0,0,0,850326,123100,"襪類製造",NA,NA,NA,NA,NA,NA
96890754,"F4AA7CAF11",2e+06,1,FALSE,2,0,0,0,0,850430,456113,"家電（視聽設備除外）批發",293913,"太陽能熱水器製造",760999,"其他未分類專業、科學及技術服務","433212","管道工程"
96894034,"93C4C2F717",2.9e+07,2,FALSE,14,32,4,20,4,851003,199099,"未分類其他化學製品製造",303099,"其他汽車零件製造",220999,"未分類其他塑膠製品製造","451099","其他商品經紀"
96895385,"C42493CCDF",1.15e+08,2,FALSE,17,61,2,49,2,850417,293999,"未分類其他通用機械設備製造",NA,NA,NA,NA,NA,NA
96897200,"91385D23B4",5e+06,1,FALSE,5,0,0,0,0,850412,484311,"汽車零件、汽車百貨零售",484314,"機車零件、機車百貨零售",NA,NA,NA,NA
96908086,"278E508499",1.12e+08,3,FALSE,5,4,0,3,0,850607,263000,"印刷電路板製造",269999,"其他未分類電子零組件製造",464211,"電子器材、電子設備批發","464299","其他電子設備及其零組件批發"
96911553,"A0272ABB5A",4e+07,1,FALSE,4,6,2,7,2,850503,152099,"其他紙容器製造",161100,"印刷",471999,"未分類其他綜合商品零售",NA,NA
96912835,"1BBBA35B8E",1594782960,2,FALSE,5,197,47,249,36,860225,251199,"其他金屬手工具製造",269911,"電子連接器（線）製造",NA,NA,NA,NA
96919844,"58CE69330B",5e+06,2,FALSE,4,0,0,1,0,850517,456914,"紙尿褲批發",530100,"普通倉儲經營",457299,"其他化粧品批發","456799","其他清潔用品批發"
96930209,"7A123A9729",601814470,2,FALSE,16,436,48,417,43,861218,269999,"其他未分類電子零組件製造",272999,"未分類其他通訊傳播設備製造",639900,"未分類其他資訊供應服務",NA,NA
96932086,"789F33BCE6",153275150,2,FALSE,26,53,68,56,72,861224,269999,"其他未分類電子零組件製造",464211,"電子器材、電子設備批發",292800,"電子及半導體生產用機械設備製造","292999","其他未分類專用機械設備製造"
96944858,"86DFCDDE7E",1e+07,2,FALSE,9,0,1,0,1,911030,471999,"未分類其他綜合商品零售",NA,NA,NA,NA,NA,NA
96944914,"B4295E9EA7",1e+07,2,FALSE,0,0,1,0,0,850313,464111,"電腦及電腦週邊設備批發",293600,"事務機械設備製造",NA,NA,NA,NA
96946119,"B4EFF95A7C",6e+07,2,FALSE,2,7,8,7,11,850411,620111,"遊戲軟體設計",464111,"電腦及電腦週邊設備批發",NA,NA,NA,NA
96946217,"EEB128D9B9",1.8e+07,2,FALSE,4,3,0,4,0,850312,740200,"工業設計",464914,"量測設備批發",NA,NA,NA,NA
96952358,"4229D5732A",7.4e+07,3,FALSE,14,3,1,5,2,850410,293499,"其他機械傳動設備製造",293411,"齒輪製造",NA,NA,NA,NA
96958986,"F6AA85CCCC",771345790,2,FALSE,2,3,1,1,0,850719,464211,"電子器材、電子設備批發",464111,"電腦及電腦週邊設備批發",456199,"其他家庭電器批發","771399","其他辦公用機械設備租賃"
96964729,"A5FE6EBB32",5e+06,2,FALSE,2,0,0,0,0,870204,464211,"電子器材、電子設備批發",530100,"普通倉儲經營",NA,NA,NA,NA
96965656,"5E2B9CF5B4",1e+07,2,FALSE,0,8,0,6,0,850529,740200,"工業設計",481014,"居家修繕用品零售",NA,NA,NA,NA
96965874,"6031645C98",314320560,2,FALSE,7,12,9,20,8,850514,332900,"其他醫療器材及用品製造",464915,"醫療機械設備批發",NA,NA,NA,NA
96969724,"EB45C17EE8",574834040,2,FALSE,3,4,0,1,0,850523,262000,"被動電子元件製造",NA,NA,NA,NA,NA,NA
